NAME,state,county,Estimate!!Total
"Clay County, South Dakota",46,027,13925.0
"Day County, South Dakota",46,037,5506.0
"Douglas County, South Dakota",46,043,2930.0
"Harding County, South Dakota",46,063,1311.0
"McPherson County, South Dakota",46,089,2364.0
"Roberts County, South Dakota",46,109,10285.0
"Sully County, South Dakota",46,119,1331.0
"Lincoln County, South Dakota",46,083,54914.0
"Lake County, South Dakota",46,079,12574.0
"Lawrence County, South Dakota",46,081,25234.0
"Codington County, South Dakota",46,029,27993.0
"Butte County, South Dakota",46,019,10177.0
"Corson County, South Dakota",46,031,4168.0
"Edmunds County, South Dakota",46,045,3940.0
"Campbell County, South Dakota",46,021,1435.0
"Bennett County, South Dakota",46,007,3437.0
"Haakon County, South Dakota",46,055,2082.0
"Jones County, South Dakota",46,075,735.0
"Meade County, South Dakota",46,093,27424.0
"McCook County, South Dakota",46,087,5511.0
"Turner County, South Dakota",46,125,8264.0
"Brown County, South Dakota",46,013,38840.0
"Hanson County, South Dakota",46,061,3397.0
"Mellette County, South Dakota",46,095,2055.0
"Perkins County, South Dakota",46,105,2907.0
"Pennington County, South Dakota",46,103,109294.0
"Union County, South Dakota",46,127,15177.0
"Miner County, South Dakota",46,097,2229.0
"Ziebach County, South Dakota",46,137,2814.0
"Deuel County, South Dakota",46,039,4306.0
"Bon Homme County, South Dakota",46,009,6969.0
"Brule County, South Dakota",46,015,5256.0
"Fall River County, South Dakota",46,047,6774.0
"Gregory County, South Dakota",46,053,4201.0
"Oglala Lakota County, South Dakota",46,102,14335.0
"Maury County, Tennessee",47,119,89776.0
"Union County, Tennessee",47,173,19293.0
"Montgomery County, Tennessee",47,125,196387.0
"Dickson County, Tennessee",47,043,51988.0
"Morgan County, Tennessee",47,129,21596.0
"Grundy County, Tennessee",47,061,13331.0
"Monroe County, Tennessee",47,123,45876.0
"Henry County, Tennessee",47,079,32279.0
"Cocke County, Tennessee",47,029,35336.0
"Crockett County, Tennessee",47,033,14499.0
"DeKalb County, Tennessee",47,041,19601.0
"Lake County, Tennessee",47,095,7526.0
"Knox County, Tennessee",47,093,456185.0
"Lewis County, Tennessee",47,101,11956.0
"McMinn County, Tennessee",47,107,52773.0
"Marshall County, Tennessee",47,117,32269.0
"Obion County, Tennessee",47,131,30520.0
"Rhea County, Tennessee",47,143,32628.0
"Scott County, Tennessee",47,151,21954.0
"Tipton County, Tennessee",47,167,61446.0
"Anderson County, Tennessee",47,001,75775.0
"Dyer County, Tennessee",47,045,37576.0
"Fentress County, Tennessee",47,049,17994.0
"Gibson County, Tennessee",47,053,49175.0
"Hamilton County, Tennessee",47,065,357546.0
"Loudon County, Tennessee",47,105,51610.0
"Rutherford County, Tennessee",47,149,307128.0
"Smith County, Tennessee",47,159,19458.0
"Wilson County, Tennessee",47,189,132663.0
"Sullivan County, Tennessee",47,163,156734.0
"Warren County, Tennessee",47,177,40454.0
"Washington County, Tennessee",47,179,127055.0
"Benton County, Tennessee",47,005,16112.0
"Campbell County, Tennessee",47,013,39687.0
"Cannon County, Tennessee",47,015,13976.0
"Fayette County, Tennessee",47,047,39692.0
"Hancock County, Tennessee",47,067,6585.0
"Johnson County, Tennessee",47,091,17789.0
"Lincoln County, Tennessee",47,103,33711.0
"Moore County, Tennessee",47,127,6322.0
"Franklin County, Tennessee",47,051,41512.0
"Blount County, Tennessee",47,009,128443.0
"Lawrence County, Tennessee",47,099,42937.0
"Carter County, Tennessee",47,019,56391.0
"Grainger County, Tennessee",47,057,23013.0
"Lauderdale County, Tennessee",47,097,26297.0
"Marion County, Tennessee",47,115,28417.0
"Overton County, Tennessee",47,133,22004.0
"Sumner County, Tennessee",47,165,179473.0
"Trousdale County, Tennessee",47,169,9573.0
"Williamson County, Tennessee",47,187,218648.0
"Clay County, Tennessee",47,027,7686.0
"Greene County, Tennessee",47,059,68669.0
"Shelby County, Tennessee",47,157,937005.0
"Van Buren County, Tennessee",47,175,5704.0
"Henderson County, Tennessee",47,077,27859.0
"Hickman County, Tennessee",47,081,24678.0
"Jefferson County, Tennessee",47,089,53247.0
"Sequatchie County, Tennessee",47,153,14730.0
"Sevier County, Tennessee",47,155,96287.0
"Carroll County, Tennessee",47,017,28018.0
"Chester County, Tennessee",47,023,17150.0
"Davidson County, Tennessee",47,037,684017.0
"Jackson County, Tennessee",47,087,11615.0
"Perry County, Tennessee",47,135,7912.0
"Roane County, Tennessee",47,145,52897.0
"Meigs County, Tennessee",47,121,11962.0
"Hamblen County, Tennessee",47,063,63740.0
"Haywood County, Tennessee",47,075,17779.0
"Erath County, Texas",48,143,41482.0
"Brazoria County, Texas",48,039,353999.0
"Motley County, Texas",48,345,1156.0
"Donley County, Texas",48,129,3387.0
"Atascosa County, Texas",48,013,48828.0
"Coleman County, Texas",48,083,8391.0
"Nolan County, Texas",48,353,14966.0
"Hudspeth County, Texas",48,229,4098.0
"Medina County, Texas",48,325,49334.0
"Ward County, Texas",48,475,11586.0
"Henderson County, Texas",48,213,80460.0
"Harrison County, Texas",48,203,66645.0
"Menard County, Texas",48,327,2123.0
"Lamar County, Texas",48,277,49532.0
"Fayette County, Texas",48,149,25066.0
"Williamson County, Texas",48,491,527057.0
"Polk County, Texas",48,373,47837.0
"Refugio County, Texas",48,391,7236.0
"Caldwell County, Texas",48,055,41401.0
"Wilbarger County, Texas",48,487,12906.0
"Reagan County, Texas",48,383,3752.0
"Hale County, Texas",48,189,34113.0
"Shelby County, Texas",48,419,25478.0
"Runnels County, Texas",48,399,10310.0
"San Jacinto County, Texas",48,407,27819.0
"Tom Green County, Texas",48,451,117466.0
"Victoria County, Texas",48,469,91970.0
"Waller County, Texas",48,473,49987.0
"Wichita County, Texas",48,485,131818.0
"Wilson County, Texas",48,493,48198.0
"Hockley County, Texas",48,219,23162.0
"Maverick County, Texas",48,323,57970.0
"Fannin County, Texas",48,147,34175.0
"Midland County, Texas",48,329,164194.0
"Live Oak County, Texas",48,297,12123.0
"Llano County, Texas",48,299,20640.0
"Karnes County, Texas",48,255,15387.0
"Brazos County, Texas",48,041,219193.0
"Cass County, Texas",48,067,30087.0
"Gaines County, Texas",48,165,20321.0
"Gray County, Texas",48,179,22685.0
"Madison County, Texas",48,313,14128.0
"Jack County, Texas",48,237,8842.0
"Kendall County, Texas",48,259,41982.0
"Bosque County, Texas",48,035,18122.0
"Bexar County, Texas",48,029,1925865.0
"Bailey County, Texas",48,017,7092.0
"Baylor County, Texas",48,023,3591.0
"Cameron County, Texas",48,061,421750.0
"Denton County, Texas",48,121,807047.0
"Washington County, Texas",48,477,34796.0
"Morris County, Texas",48,343,12424.0
"Stephens County, Texas",48,429,9372.0
"Harris County, Texas",48,201,4602523.0
"Andrews County, Texas",48,003,17818.0
"Gillespie County, Texas",48,171,26208.0
"Gonzales County, Texas",48,177,20667.0
"Lynn County, Texas",48,305,5808.0
"Young County, Texas",48,503,18114.0
"Zapata County, Texas",48,505,14369.0
"Hood County, Texas",48,221,56901.0
"Hopkins County, Texas",48,223,36240.0
"Ochiltree County, Texas",48,357,10348.0
"King County, Texas",48,269,228.0
"Knox County, Texas",48,275,3733.0
"McLennan County, Texas",48,309,248429.0
"Cherokee County, Texas",48,073,51903.0
"Concho County, Texas",48,095,4233.0
"Delta County, Texas",48,119,5215.0
"Edwards County, Texas",48,137,2055.0
"Eastland County, Texas",48,133,18270.0
"Jones County, Texas",48,253,19891.0
"Reeves County, Texas",48,389,15125.0
"Sabine County, Texas",48,403,10458.0
"Sherman County, Texas",48,421,3058.0
"Swisher County, Texas",48,437,7484.0
"Hunt County, Texas",48,231,92152.0
"Camp County, Texas",48,063,12813.0
"Hansford County, Texas",48,195,5547.0
"Guadalupe County, Texas",48,187,155137.0
"Clay County, Texas",48,077,10387.0
"Hill County, Texas",48,217,35399.0
"Nacogdoches County, Texas",48,347,65558.0
"Parmer County, Texas",48,369,9852.0
"Presidio County, Texas",48,377,7123.0
"Val Verde County, Texas",48,465,49027.0
"Ector County, Texas",48,135,158342.0
"Glasscock County, Texas",48,173,1430.0
"Grimes County, Texas",48,185,27630.0
"Collin County, Texas",48,085,944350.0
"Angelina County, Texas",48,005,87607.0
"Cottle County, Texas",48,101,1623.0
"Hays County, Texas",48,209,204150.0
"Rockwall County, Texas",48,397,93642.0
"Lipscomb County, Texas",48,295,3469.0
"Matagorda County, Texas",48,321,36743.0
"Pecos County, Texas",48,371,15797.0
"Rusk County, Texas",48,401,53595.0
"Throckmorton County, Texas",48,447,1567.0
"Walker County, Texas",48,471,71539.0
"Wood County, Texas",48,499,43815.0
"Aransas County, Texas",48,007,24763.0
"Childress County, Texas",48,075,7226.0
"Coke County, Texas",48,081,3275.0
"Coryell County, Texas",48,099,75389.0
"Hemphill County, Texas",48,211,4061.0
"Moore County, Texas",48,341,21801.0
"Navarro County, Texas",48,349,48583.0
"San Augustine County, Texas",48,405,8327.0
"Shackelford County, Texas",48,417,3311.0
"Starr County, Texas",48,427,63894.0
"Upton County, Texas",48,461,3634.0
"Bastrop County, Texas",48,021,82577.0
"Hall County, Texas",48,191,3074.0
"Franklin County, Texas",48,159,10679.0
"Frio County, Texas",48,163,19394.0
"Lampasas County, Texas",48,281,20640.0
"Mason County, Texas",48,319,4161.0
"Dickens County, Texas",48,125,2216.0
"Tarrant County, Texas",48,439,2019977.0
"Anderson County, Texas",48,001,57863.0
"Jackson County, Texas",48,239,14820.0
"Milam County, Texas",48,331,24664.0
"Comanche County, Texas",48,093,13495.0
"Brooks County, Texas",48,047,7180.0
"Cass County, Iowa",19,029,13191.0
"Cherokee County, Iowa",19,035,11468.0
"Crawford County, Iowa",19,047,17132.0
"Des Moines County, Iowa",19,057,39600.0
"Fayette County, Iowa",19,065,19929.0
"Harrison County, Iowa",19,085,14143.0
"Kossuth County, Iowa",19,109,15075.0
"Mills County, Iowa",19,129,14957.0
"Monona County, Iowa",19,133,8796.0
"Muscatine County, Iowa",19,139,42950.0
"Osceola County, Iowa",19,143,6115.0
"Polk County, Iowa",19,153,474274.0
"Webster County, Iowa",19,187,36757.0
"Story County, Iowa",19,169,96922.0
"Woodbury County, Iowa",19,193,102398.0
"Black Hawk County, Iowa",19,013,133009.0
"Grundy County, Iowa",19,075,12341.0
"Jackson County, Iowa",19,097,19395.0
"Jones County, Iowa",19,105,20568.0
"Lee County, Iowa",19,111,34541.0
"Mitchell County, Iowa",19,131,10631.0
"Warren County, Iowa",19,181,49361.0
"Sac County, Iowa",19,161,9868.0
"Plymouth County, Iowa",19,149,25039.0
"Clay County, Iowa",19,041,16313.0
"Clinton County, Iowa",19,045,47218.0
"Smith County, Kansas",20,183,3663.0
"Grant County, Kansas",20,067,7616.0
"Kingman County, Kansas",20,095,7470.0
"Butler County, Kansas",20,015,66468.0
"Nemaha County, Kansas",20,131,10104.0
"Pottawatomie County, Kansas",20,149,23545.0
"Cherokee County, Kansas",20,021,20331.0
"Lincoln County, Kansas",20,105,3097.0
"Sumner County, Kansas",20,191,23208.0
"Trego County, Kansas",20,195,2858.0
"Wilson County, Kansas",20,205,8780.0
"Woodson County, Kansas",20,207,3170.0
"Ness County, Kansas",20,135,2955.0
"Osborne County, Kansas",20,141,3603.0
"Bourbon County, Kansas",20,011,14702.0
"Hamilton County, Kansas",20,075,2616.0
"Kiowa County, Kansas",20,097,2526.0
"Shawnee County, Kansas",20,177,178284.0
"Sherman County, Kansas",20,181,5966.0
"Thomas County, Kansas",20,193,7824.0
"Montgomery County, Kansas",20,125,32970.0
"Morris County, Kansas",20,127,5566.0
"Rawlins County, Kansas",20,153,2509.0
"Rooks County, Kansas",20,163,5118.0
"Clark County, Kansas",20,025,2053.0
"Ellsworth County, Kansas",20,053,6293.0
"Harper County, Kansas",20,077,5673.0
"Russell County, Kansas",20,167,6977.0
"Lyon County, Kansas",20,111,33299.0
"Pawnee County, Kansas",20,145,6709.0
"Allen County, Kansas",20,001,12630.0
"Comanche County, Kansas",20,033,1780.0
"Elk County, Kansas",20,049,2562.0
"Gove County, Kansas",20,063,2619.0
"Harvey County, Kansas",20,079,34555.0
"Hodgeman County, Kansas",20,083,1842.0
"Kearny County, Kansas",20,093,3932.0
"Stafford County, Kansas",20,185,4214.0
"McPherson County, Kansas",20,113,28630.0
"Osage County, Kansas",20,139,15882.0
"Greeley County, Kansas",20,071,1200.0
"Coffey County, Kansas",20,031,8296.0
"Crawford County, Kansas",20,037,39108.0
"Ellis County, Kansas",20,051,28878.0
"Greenwood County, Kansas",20,073,6156.0
"Labette County, Kansas",20,099,20367.0
"Linn County, Kansas",20,107,9635.0
"Sedgwick County, Kansas",20,173,512064.0
"Seward County, Kansas",20,175,22692.0
"Republic County, Kansas",20,157,4686.0
"Graham County, Kansas",20,065,2545.0
"Johnson County, Kansas",20,091,585502.0
"Douglas County, Kansas",20,045,119319.0
"Sheridan County, Kansas",20,179,2506.0
"Miami County, Kansas",20,121,33127.0
"Gray County, Kansas",20,069,6037.0
"Wallace County, Kansas",20,199,1575.0
"Stevens County, Kansas",20,189,5686.0
"Washington County, Kansas",20,201,5525.0
"Chautauqua County, Kansas",20,019,3367.0
"Morton County, Kansas",20,129,2838.0
"Reno County, Kansas",20,155,63101.0
"Cloud County, Kansas",20,029,9060.0
"Scott County, Kansas",20,171,4949.0
"Doniphan County, Kansas",20,043,7736.0
"Haskell County, Kansas",20,081,4047.0
"Lane County, Kansas",20,101,1642.0
"Neosho County, Kansas",20,133,16125.0
"Brown County, Kansas",20,013,9664.0
"Phillips County, Kansas",20,147,5408.0
"Riley County, Kansas",20,161,75296.0
"Decatur County, Kansas",20,039,2881.0
"Jefferson County, Kansas",20,087,18888.0
"Butler County, Kentucky",21,031,12745.0
"Edmonson County, Kentucky",21,061,12122.0
"Harrison County, Kentucky",21,097,18668.0
"Bracken County, Kentucky",21,023,8306.0
"Lyon County, Kentucky",21,143,8186.0
"Elliott County, Kentucky",21,063,7517.0
"Jefferson County, Kentucky",21,111,767154.0
"Larue County, Kentucky",21,123,14156.0
"Mason County, Kentucky",21,161,17153.0
"Mercer County, Kentucky",21,167,21516.0
"Robertson County, Kentucky",21,201,2143.0
"Russell County, Kentucky",21,207,17760.0
"Washington County, Kentucky",21,229,12019.0
"Ballard County, Kentucky",21,007,8090.0
"Barren County, Kentucky",21,009,43680.0
"Green County, Kentucky",21,087,11023.0
"Hancock County, Kentucky",21,091,8719.0
"Martin County, Kentucky",21,159,11919.0
"Hardin County, Kentucky",21,093,108095.0
"McLean County, Kentucky",21,149,9331.0
"Ohio County, Kentucky",21,183,24071.0
"Powell County, Kentucky",21,197,12321.0
"Webster County, Kentucky",21,233,13155.0
"Caldwell County, Kentucky",21,033,12727.0
"Casey County, Kentucky",21,045,15796.0
"Christian County, Kentucky",21,047,72263.0
"Grayson County, Kentucky",21,085,26178.0
"Henry County, Kentucky",21,103,15814.0
"Hopkins County, Kentucky",21,107,45664.0
"Jackson County, Kentucky",21,109,13373.0
"Laurel County, Kentucky",21,125,60180.0
"Marshall County, Kentucky",21,157,31166.0
"Meade County, Kentucky",21,163,28326.0
"Montgomery County, Kentucky",21,173,27759.0
"Nicholas County, Kentucky",21,181,7100.0
"Oldham County, Kentucky",21,185,65374.0
"Owen County, Kentucky",21,187,10741.0
"Rockcastle County, Kentucky",21,203,16827.0
"Scott County, Kentucky",21,209,53517.0
"Warren County, Kentucky",21,227,126427.0
"Allen County, Kentucky",21,003,20794.0
"Bourbon County, Kentucky",21,017,20144.0
"Boyd County, Kentucky",21,019,48091.0
"Bullitt County, Kentucky",21,029,79466.0
"Crittenden County, Kentucky",21,055,9083.0
"Fayette County, Kentucky",21,067,318734.0
"Fulton County, Kentucky",21,075,6210.0
"Johnson County, Kentucky",21,115,22843.0
"Menifee County, Kentucky",21,165,6405.0
"Clay County, Kentucky",21,051,20621.0
"Morgan County, Kentucky",21,175,13285.0
"Perry County, Kentucky",21,193,26917.0
"Wolfe County, Kentucky",21,237,7223.0
"Bell County, Kentucky",21,013,27188.0
"Breathitt County, Kentucky",21,025,13116.0
"Graves County, Kentucky",21,083,37294.0
"Hart County, Kentucky",21,099,18627.0
"Wayne County, Kentucky",21,231,20609.0
"Marion County, Kentucky",21,155,19232.0
"Trigg County, Kentucky",21,221,14344.0
"Boone County, Kentucky",21,015,129095.0
"Leslie County, Kentucky",21,131,10472.0
"Knox County, Kentucky",21,121,31467.0
"Lawrence County, Kentucky",21,127,15783.0
"Livingston County, Kentucky",21,139,9263.0
"Pike County, Kentucky",21,195,60483.0
"Shelby County, Kentucky",21,211,46786.0
"Anderson County, Kentucky",21,005,22214.0
"Breckinridge County, Kentucky",21,027,20080.0
"Franklin County, Kentucky",21,073,50296.0
"Kenton County, Kentucky",21,117,164688.0
"Madison County, Kentucky",21,151,89700.0
"Magoffin County, Kentucky",21,153,12666.0
"Owsley County, Kentucky",21,189,4463.0
"Simpson County, Kentucky",21,213,18063.0
"Taylor County, Kentucky",21,217,25500.0
"Todd County, Kentucky",21,219,12350.0
"Carlisle County, Kentucky",21,039,4841.0
"Clinton County, Kentucky",21,053,10211.0
"Gallatin County, Kentucky",21,077,8703.0
"Garrard County, Kentucky",21,079,17328.0
"Fleming County, Kentucky",21,069,14479.0
"Campbell County, Kentucky",21,037,92267.0
"Vermilion Parish, Louisiana",22,113,59867.0
"St. Charles Parish, Louisiana",22,089,52724.0
"Concordia Parish, Louisiana",22,029,20021.0
"Tensas Parish, Louisiana",22,107,4666.0
"St. James Parish, Louisiana",22,093,21357.0
"Grant Parish, Louisiana",22,043,22348.0
"Jefferson Parish, Louisiana",22,051,435300.0
"Bienville Parish, Louisiana",22,013,13668.0
"Bossier Parish, Louisiana",22,015,126131.0
"Cameron Parish, Louisiana",22,023,6868.0
"East Feliciana Parish, Louisiana",22,037,19499.0
"St. John the Baptist Parish, Louisiana",22,095,43446.0
"Plaquemines Parish, Louisiana",22,075,23373.0
"Ouachita Parish, Louisiana",22,073,156075.0
"Rapides Parish, Louisiana",22,079,131546.0
"Washington Parish, Louisiana",22,117,46457.0
"St. Landry Parish, Louisiana",22,097,83449.0
"Tangipahoa Parish, Louisiana",22,105,130504.0
"Acadia Parish, Louisiana",22,001,62568.0
"St. Mary Parish, Louisiana",22,101,51734.0
"West Carroll Parish, Louisiana",22,123,11180.0
"St. Tammany Parish, Louisiana",22,103,252093.0
"Union Parish, Louisiana",22,111,22475.0
"Caldwell Parish, Louisiana",22,021,9996.0
"Lafayette Parish, Louisiana",22,055,240091.0
"Caddo Parish, Louisiana",22,017,248361.0
"East Carroll Parish, Louisiana",22,035,7225.0
"Ascension Parish, Louisiana",22,005,121176.0
"Iberia Parish, Louisiana",22,045,72691.0
"St. Bernard Parish, Louisiana",22,087,45694.0
"St. Helena Parish, Louisiana",22,091,10411.0
"West Baton Rouge Parish, Louisiana",22,121,25860.0
"De Soto Parish, Louisiana",22,031,27216.0
"Red River Parish, Louisiana",22,081,8618.0
"Livingston Parish, Louisiana",22,063,138111.0
"Natchitoches Parish, Louisiana",22,069,38963.0
"Orleans Parish, Louisiana",22,071,389648.0
"Catahoula Parish, Louisiana",22,025,9893.0
"Calcasieu Parish, Louisiana",22,019,200182.0
"Franklin Parish, Louisiana",22,041,20322.0
"Assumption Parish, Louisiana",22,007,22714.0
"Jackson Parish, Louisiana",22,049,15926.0
"Richland Parish, Louisiana",22,083,20474.0
"St. Martin Parish, Louisiana",22,099,53752.0
"Winn Parish, Louisiana",22,127,14494.0
"East Baton Rouge Parish, Louisiana",22,033,444094.0
"Allen Parish, Louisiana",22,003,25661.0
"Madison Parish, Louisiana",22,065,11472.0
"Oxford County, Maine",23,017,57325.0
"Waldo County, Maine",23,027,39418.0
"Penobscot County, Maine",23,019,151748.0
"Androscoggin County, Maine",23,001,107444.0
"Aroostook County, Maine",23,003,68269.0
"Cumberland County, Maine",23,005,290944.0
"Knox County, Maine",23,013,39823.0
"York County, Maine",23,031,203102.0
"Franklin County, Maine",23,007,30019.0
"Somerset County, Maine",23,025,50710.0
"Worcester County, Maryland",24,047,51564.0
"Baltimore city, Maryland",24,510,614700.0
"Talbot County, Maryland",24,041,37211.0
"Harford County, Maryland",24,025,251025.0
"Howard County, Maryland",24,027,315327.0
"Anne Arundel County, Maryland",24,003,567696.0
"Baltimore County, Maryland",24,005,827625.0
"Calvert County, Maryland",24,009,91082.0
"Garrett County, Maryland",24,023,29376.0
"Montgomery County, Maryland",24,031,1040133.0
"Carroll County, Maryland",24,013,167522.0
"Queen Anne's County, Maryland",24,035,49355.0
"St. Mary's County, Maryland",24,037,111531.0
"Charles County, Maryland",24,017,157671.0
"Dorchester County, Maryland",24,019,32261.0
"Washington County, Maryland",24,043,149811.0
"Wicomico County, Maryland",24,045,102172.0
"Cecil County, Maryland",24,015,102517.0
"Caroline County, Maryland",24,011,32875.0
"Suffolk County, Massachusetts",25,025,791766.0
"Barnstable County, Massachusetts",25,001,213690.0
"Dukes County, Massachusetts",25,007,17313.0
"Middlesex County, Massachusetts",25,017,1595192.0
"Berkshire County, Massachusetts",25,003,127328.0
"Essex County, Massachusetts",25,009,781024.0
"Bristol County, Massachusetts",25,005,558905.0
"Hampden County, Massachusetts",25,013,469116.0
"Plymouth County, Massachusetts",25,023,512135.0
"Franklin County, Massachusetts",25,011,70935.0
"Norfolk County, Massachusetts",25,021,698249.0
"Hampshire County, Massachusetts",25,015,161159.0
"Nantucket County, Massachusetts",25,019,11101.0
"Monroe County, Michigan",26,115,149699.0
"Allegan County, Michigan",26,005,115250.0
"Hillsdale County, Michigan",26,059,45830.0
"Alger County, Michigan",26,003,9194.0
"Oceana County, Michigan",26,127,26417.0
"Leelanau County, Michigan",26,089,21639.0
"Clare County, Michigan",26,035,30616.0
"Keweenaw County, Michigan",26,083,2130.0
"Isabella County, Michigan",26,073,70775.0
"Ottawa County, Michigan",26,139,284034.0
"Tuscola County, Michigan",26,157,53250.0
"Alpena County, Michigan",26,007,28612.0
"Ionia County, Michigan",26,067,64176.0
"Midland County, Michigan",26,111,83389.0
"Berrien County, Michigan",26,021,154807.0
"Oscoda County, Michigan",26,135,8277.0
"Crawford County, Michigan",26,039,13836.0
"Clinton County, Michigan",26,037,77896.0
"Gratiot County, Michigan",26,057,41067.0
"Huron County, Michigan",26,063,31543.0
"Lenawee County, Michigan",26,091,98474.0
"Mason County, Michigan",26,105,28884.0
"Montcalm County, Michigan",26,117,63209.0
"St. Joseph County, Michigan",26,149,60897.0
"St. Clair County, Michigan",26,147,159566.0
"Washtenaw County, Michigan",26,161,365961.0
"Arenac County, Michigan",26,011,15165.0
"Cass County, Michigan",26,027,51460.0
"Iron County, Michigan",26,071,11212.0
"Roscommon County, Michigan",26,143,23877.0
"Wayne County, Michigan",26,163,1761382.0
"Branch County, Michigan",26,023,43584.0
"Jackson County, Michigan",26,075,158913.0
"Mackinac County, Michigan",26,097,10817.0
"Antrim County, Michigan",26,009,23177.0
"Houghton County, Michigan",26,061,36360.0
"Iosco County, Michigan",26,069,25247.0
"Lake County, Michigan",26,085,11763.0
"Montmorency County, Michigan",26,119,9261.0
"Presque Isle County, Michigan",26,141,12797.0
"Kalamazoo County, Michigan",26,077,261573.0
"Mecosta County, Michigan",26,107,43264.0
"Marquette County, Michigan",26,103,66939.0
"Newaygo County, Michigan",26,123,48142.0
"Osceola County, Michigan",26,133,23232.0
"Otsego County, Michigan",26,137,24397.0
"Calhoun County, Michigan",26,025,134473.0
"Cheboygan County, Michigan",26,031,25458.0
"Luce County, Michigan",26,095,6364.0
"Kent County, Michigan",26,081,643140.0
"Macomb County, Michigan",26,099,868704.0
"Bay County, Michigan",26,017,104786.0
"Saginaw County, Michigan",26,145,192778.0
"Shiawassee County, Michigan",26,155,68493.0
"Baraga County, Michigan",26,013,8507.0
"Charlevoix County, Michigan",26,029,26219.0
"Eaton County, Michigan",26,045,109155.0
"Delta County, Michigan",26,041,36190.0
"Gogebic County, Michigan",26,053,15414.0
"Emmet County, Michigan",26,047,33039.0
"Woodruff County, Arkansas",05,147,6660.0
"Cleburne County, Arkansas",05,023,25230.0
"Cleveland County, Arkansas",05,025,8226.0
"Jackson County, Arkansas",05,067,17225.0
"Hempstead County, Arkansas",05,057,22018.0
"Sharp County, Arkansas",05,135,17043.0
"Stone County, Arkansas",05,137,12446.0
"Washington County, Arkansas",05,143,228529.0
"Baxter County, Arkansas",05,005,41219.0
"Ashley County, Arkansas",05,003,20537.0
"Craighead County, Arkansas",05,031,105701.0
"Greene County, Arkansas",05,055,44623.0
"Lafayette County, Arkansas",05,073,6915.0
"Perry County, Arkansas",05,105,10322.0
"Phillips County, Arkansas",05,107,19034.0
"Poinsett County, Arkansas",05,111,24054.0
"Sevier County, Arkansas",05,133,17193.0
"Yell County, Arkansas",05,149,21573.0
"Calhoun County, Arkansas",05,013,5202.0
"Clark County, Arkansas",05,019,22385.0
"Bradley County, Arkansas",05,011,10948.0
"Monroe County, Arkansas",05,095,7249.0
"Polk County, Arkansas",05,113,20163.0
"Ouachita County, Arkansas",05,103,24106.0
"Newton County, Arkansas",05,101,7848.0
"Little River County, Arkansas",05,081,12417.0
"Carroll County, Arkansas",05,015,27887.0
"Miller County, Arkansas",05,091,43759.0
"Lake County, California",06,033,64148.0
"Mariposa County, California",06,043,17540.0
"Yuba County, California",06,115,75493.0
"Contra Costa County, California",06,013,1133247.0
"Lassen County, California",06,035,31185.0
"Santa Barbara County, California",06,083,443738.0
"Sonoma County, California",06,097,501317.0
"Imperial County, California",06,025,180216.0
"Mono County, California",06,051,14174.0
"Alameda County, California",06,001,1643700.0
"Sacramento County, California",06,067,1510023.0
"Napa County, California",06,055,140530.0
"Monterey County, California",06,053,433212.0
"Sierra County, California",06,091,2930.0
"San Diego County, California",06,073,3302833.0
"Yolo County, California",06,113,214977.0
"Humboldt County, California",06,023,135768.0
"Alpine County, California",06,003,1146.0
"Mendocino County, California",06,045,87422.0
"Santa Cruz County, California",06,087,273765.0
"Los Angeles County, California",06,037,10098052.0
"Riverside County, California",06,065,2383286.0
"Santa Clara County, California",06,085,1922200.0
"Marin County, California",06,041,260295.0
"Siskiyou County, California",06,093,43540.0
"Shasta County, California",06,089,179085.0
"Del Norte County, California",06,015,27424.0
"San Luis Obispo County, California",06,079,281455.0
"Glenn County, California",06,021,27897.0
"Butte County, California",06,007,227075.0
"Plumas County, California",06,063,18699.0
"Kern County, California",06,029,883053.0
"Orange County, California",06,059,3164182.0
"Calaveras County, California",06,009,45235.0
"Sutter County, California",06,101,95872.0
"San Mateo County, California",06,081,765935.0
"Tuolumne County, California",06,109,53932.0
"San Joaquin County, California",06,077,732212.0
"Amador County, California",06,005,37829.0
"Phillips County, Colorado",08,095,4318.0
"Archuleta County, Colorado",08,007,12908.0
"Denver County, Colorado",08,031,693417.0
"Kiowa County, Colorado",08,061,1449.0
"Huerfano County, Colorado",08,055,6583.0
"Baca County, Colorado",08,009,3563.0
"Chaffee County, Colorado",08,015,19164.0
"Gilpin County, Colorado",08,047,5924.0
"Kit Carson County, Colorado",08,063,7635.0
"Garfield County, Colorado",08,045,58538.0
"Gunnison County, Colorado",08,051,16537.0
"Jefferson County, Colorado",08,059,570427.0
"Mineral County, Colorado",08,079,823.0
"Ouray County, Colorado",08,091,4722.0
"Rio Blanco County, Colorado",08,103,6465.0
"Sedgwick County, Colorado",08,115,2350.0
"Conejos County, Colorado",08,021,8142.0
"Costilla County, Colorado",08,023,3687.0
"Adams County, Colorado",08,001,497115.0
"Eagle County, Colorado",08,037,54357.0
"Lake County, Colorado",08,065,7585.0
"Moffat County, Colorado",08,081,13060.0
"Pitkin County, Colorado",08,097,17909.0
"Cheyenne County, Colorado",08,017,2039.0
"Crowley County, Colorado",08,025,5630.0
"Dolores County, Colorado",08,033,1841.0
"Jackson County, Colorado",08,057,1296.0
"Larimer County, Colorado",08,069,338161.0
